date,open,high,low,close,volume
2021-06-02 21:31:00,37803.5,37806.0,37795.9,37798.7,37800.4
2021-06-02 21:32:00,37798.8,37809.9,37798.8,37809.9,37803.0
2021-06-02 21:33:00,37810.1,37810.1,37810.0,37810.1,37810.0
2021-06-02 21:34:00,37810.1,37815.0,37810.1,37812.9,37811.5
2021-06-02 21:35:00,37810.1,37810.1,37764.4,37764.4,37787.4
2021-06-02 21:36:00,37766.4,37766.4,37691.0,37730.7,37721.9
2021-06-02 21:37:00,37730.9,37749.5,37730.9,37748.8,37738.6
2021-06-02 21:38:00,37748.8,37749.8,37730.9,37749.7,37736.6
2021-06-02 21:39:00,37749.8,37749.9,37749.8,37749.9,37749.8
2021-06-02 21:40:00,37749.9,37767.6,37749.9,37767.6,37754.3
2021-06-02 21:41:00,37767.5,37798.3,37767.5,37795.6,37777.9
2021-06-02 21:42:00,37798.3,37811.8,37798.3,37811.7,37801.6
2021-06-02 21:43:00,37811.8,37838.5,37811.8,37811.9,37818.0
2021-06-02 21:44:00,37811.9,37838.4,37811.9,37828.7,37829.8
2021-06-02 21:45:00,37838.5,37838.5,37830.9,37838.4,37837.7
2021-06-02 21:46:00,37838.5,37838.5,37838.5,37838.5,37838.5
2021-06-02 21:47:00,37838.5,37850.0,37838.5,37850.0,37840.6
2021-06-02 21:48:00,37857.6,37898.5,37849.9,37878.0,37892.5
2021-06-02 21:49:00,37882.7,37882.7,37857.8,37857.8,37862.6
2021-06-02 21:50:00,37857.8,37861.8,37838.5,37861.7,37859.0
2021-06-02 21:51:00,37861.7,37861.7,37839.1,37839.2,37852.0
2021-06-02 21:52:00,37839.1,37861.8,37822.6,37832.9,37833.2
2021-06-02 21:53:00,37836.0,37836.0,37820.0,37827.5,37820.8
2021-06-02 21:54:00,37820.1,37846.7,37820.0,37823.4,37823.5
2021-06-02 21:55:00,37826.9,37868.8,37823.5,37826.2,37856.3
2021-06-02 21:56:00,37826.2,37842.3,37826.2,37828.8,37840.0
2021-06-02 21:57:00,37826.4,37828.4,37823.6,37823.6,37827.2
2021-06-02 21:58:00,37823.6,37823.6,37820.0,37820.0,37820.0
2021-06-02 21:59:00,37820.0,37820.1,37820.0,37820.1,37820.0
2021-06-02 22:00:00,37820.0,37820.0,37778.6,37796.7,37819.0
2021-06-02 22:01:00,37801.6,37849.7,37801.6,37816.7,37815.0
2021-06-02 22:02:00,37816.5,37849.4,37816.5,37847.9,37819.2
2021-06-02 22:03:00,37834.7,37849.4,37829.7,37829.7,37847.2
2021-06-02 22:04:00,37829.8,37850.0,37821.9,37822.6,37844.5
2021-06-02 22:05:00,37821.9,37848.1,37817.5,37848.1,37834.9
2021-06-02 22:06:00,37835.9,37849.6,37835.9,37849.5,37848.9
2021-06-02 22:07:00,37849.0,37849.5,37846.7,37846.8,37848.5
2021-06-02 22:08:00,37849.5,37849.6,37849.1,37849.2,37849.2
2021-06-02 22:09:00,37849.8,37849.9,37846.8,37846.9,37849.5
2021-06-02 22:10:00,37846.9,37850.0,37846.8,37846.9,37847.2
2021-06-02 22:11:00,37846.9,37846.9,37769.5,37794.2,37795.0
2021-06-02 22:12:00,37794.2,37794.2,37791.5,37791.5,37792.2
2021-06-02 22:13:00,37790.1,37790.1,37761.9,37761.9,37776.4
2021-06-02 22:14:00,37761.9,37762.2,37731.4,37731.4,37740.9
2021-06-02 22:15:00,37733.8,37787.2,37733.4,37742.4,37752.0
2021-06-02 22:16:00,37740.7,37768.6,37740.7,37761.8,37763.3
2021-06-02 22:17:00,37778.1,37780.0,37778.1,37780.0,37779.1
2021-06-02 22:18:00,37779.9,37779.9,37777.0,37777.0,37779.4
2021-06-02 22:19:00,37777.7,37778.1,37772.1,37772.1,37777.9
2021-06-02 22:20:00,37772.5,37776.6,37772.3,37772.3,37773.3
2021-06-02 22:21:00,37777.1,37790.0,37777.1,37790.0,37779.3
2021-06-02 22:22:00,37790.0,37810.0,37790.0,37793.0,37793.9
2021-06-02 22:23:00,37790.1,37790.1,37751.1,37751.1,37757.8
2021-06-02 22:24:00,37740.3,37765.6,37740.3,37741.0,37757.3
2021-06-02 22:25:00,37740.3,37740.3,37685.0,37685.1,37702.4
2021-06-02 22:26:00,37685.0,37685.1,37591.6,37617.0,37664.4
2021-06-02 22:27:00,37604.0,37636.5,37596.6,37599.5,37621.9
2021-06-02 22:28:00,37610.4,37637.5,37561.2,37572.4,37582.2
2021-06-02 22:29:00,37577.6,37605.8,37561.6,37573.0,37579.4
2021-06-02 22:30:00,37578.7,37644.7,37578.6,37633.5,37613.4
2021-06-02 22:31:00,37643.5,37643.5,37630.5,37630.5,37642.6
2021-06-02 22:32:00,37633.5,37633.6,37633.5,37633.6,37633.5
2021-06-02 22:33:00,37633.6,37659.1,37633.6,37638.3,37657.6
2021-06-02 22:34:00,37638.2,37638.2,37580.6,37597.0,37598.4
2021-06-02 22:35:00,37580.6,37580.6,37554.0,37554.0,37561.5
2021-06-02 22:36:00,37554.0,37566.1,37553.7,37566.1,37558.0
2021-06-02 22:37:00,37564.3,37564.3,37542.2,37542.2,37552.3
2021-06-02 22:38:00,37542.3,37542.3,37469.0,37469.0,37498.1
2021-06-02 22:39:00,37459.6,37492.2,37404.7,37450.7,37446.4
2021-06-02 22:40:00,37433.0,37433.1,37347.4,37382.7,37377.5
2021-06-02 22:41:00,37379.8,37467.5,37379.8,37438.5,37400.3
2021-06-02 22:42:00,37483.1,37483.1,37402.9,37412.0,37468.8
2021-06-02 22:43:00,37403.0,37445.0,37387.1,37423.1,37421.4
2021-06-02 22:44:00,37432.0,37465.5,37432.0,37465.5,37446.7
2021-06-02 22:45:00,37480.6,37480.6,37444.9,37445.0,37445.5
2021-06-02 22:46:00,37445.0,37461.1,37445.0,37461.1,37459.8
2021-06-02 22:47:00,37461.2,37476.4,37445.1,37454.6,37461.4
2021-06-02 22:48:00,37476.3,37522.9,37476.3,37499.3,37501.1
2021-06-02 22:49:00,37499.2,37500.1,37468.4,37479.1,37482.4
2021-06-02 22:50:00,37468.3,37468.3,37445.2,37451.1,37447.1
2021-06-02 22:51:00,37451.1,37534.4,37451.1,37534.4,37496.5
2021-06-02 22:52:00,37508.8,37516.0,37485.1,37510.8,37497.1
2021-06-02 22:53:00,37504.3,37505.5,37500.0,37500.0,37500.3
2021-06-02 22:54:00,37500.1,37510.2,37500.0,37510.2,37503.6
2021-06-02 22:55:00,37513.4,37538.4,37513.3,37528.8,37523.6
2021-06-02 22:56:00,37535.9,37546.4,37518.3,37521.4,37526.1
2021-06-02 22:57:00,37518.6,37550.0,37518.6,37550.0,37546.5
2021-06-02 22:58:00,37540.1,37545.7,37540.0,37540.0,37540.3
2021-06-02 22:59:00,37550.0,37552.0,37536.4,37550.1,37541.3
2021-06-02 23:00:00,37550.1,37550.1,37501.0,37510.7,37532.3
2021-06-02 23:01:00,37505.0,37505.6,37501.1,37501.1,37501.7
2021-06-02 23:02:00,37501.1,37501.1,37490.0,37490.0,37500.0
2021-06-02 23:03:00,37490.1,37500.3,37490.0,37500.3,37497.2
2021-06-02 23:04:00,37513.1,37525.3,37505.1,37525.3,37512.2
2021-06-02 23:05:00,37517.8,37527.5,37513.2,37527.4,37517.7
2021-06-02 23:06:00,37527.5,37566.1,37527.5,37566.0,37541.5
2021-06-02 23:07:00,37539.0,37547.8,37538.9,37541.0,37547.1
2021-06-02 23:08:00,37542.3,37553.1,37542.3,37548.8,37552.5
2021-06-02 23:09:00,37548.8,37566.1,37548.8,37566.1,37556.7
2021-06-02 23:10:00,37562.3,37562.5,37562.3,37562.4,37562.3
2021-06-02 23:11:00,37562.4,37566.2,37562.4,37566.1,37562.9
2021-06-02 23:12:00,37566.2,37605.4,37566.2,37589.7,37594.9
2021-06-02 23:13:00,37582.1,37592.9,37568.3,37592.9,37574.7
2021-06-02 23:14:00,37605.4,37609.0,37594.7,37602.4,37600.8
2021-06-02 23:15:00,37603.7,37609.0,37603.7,37609.0,37608.7
2021-06-02 23:16:00,37609.0,37609.0,37608.9,37609.0,37608.9
2021-06-02 23:17:00,37609.0,37634.6,37609.0,37634.6,37625.6
2021-06-02 23:18:00,37623.2,37632.3,37609.7,37632.3,37618.5
2021-06-02 23:19:00,37634.5,37634.6,37619.1,37631.2,37629.6
2021-06-02 23:20:00,37631.2,37646.6,37631.2,37634.0,37641.8
2021-06-02 23:21:00,37643.1,37643.2,37632.4,37632.4,37642.7
2021-06-02 23:22:00,37646.6,37659.9,37646.6,37659.9,37649.6
2021-06-02 23:23:00,37659.9,37659.9,37659.9,37659.9,0.0
2021-06-02 23:24:00,37659.9,37659.9,37659.9,37659.9,37659.9
2021-06-02 23:25:00,37660.0,37689.0,37660.0,37687.0,37684.1
2021-06-02 23:26:00,37688.9,37702.0,37688.9,37702.0,37694.6
2021-06-02 23:27:00,37702.0,37740.7,37702.0,37734.0,37718.8
2021-06-02 23:28:00,37734.0,37734.0,37714.8,37721.1,37716.2
2021-06-02 23:29:00,37720.8,37720.8,37705.7,37708.7,37712.5
2021-06-02 23:30:00,37691.1,37724.0,37661.1,37724.0,37699.5
2021-06-02 23:31:00,37724.6,37740.7,37724.5,37732.4,37725.1
2021-06-02 23:32:00,37736.2,37736.2,37698.4,37711.6,37711.5
2021-06-02 23:33:00,37711.9,37725.7,37584.3,37584.3,37646.9
2021-06-02 23:34:00,37690.3,37690.3,37631.8,37646.8,37650.2
2021-06-02 23:35:00,37646.7,37669.5,37608.4,37669.5,37633.6
2021-06-02 23:36:00,37669.4,37669.4,37649.2,37649.2,37660.8
2021-06-02 23:37:00,37649.2,37649.2,37649.1,37649.1,37649.1
2021-06-02 23:38:00,37650.3,37650.3,37638.6,37641.9,37647.7
2021-06-02 23:39:00,37642.0,37669.3,37642.0,37669.3,37643.3
2021-06-02 23:40:00,37669.3,37669.3,37659.6,37661.4,37665.9
2021-06-02 23:41:00,37659.7,37660.2,37659.7,37659.7,37659.9
2021-06-02 23:42:00,37659.7,37662.7,37659.7,37662.7,37660.3
2021-06-02 23:43:00,37662.7,37662.7,37662.3,37662.3,37662.5
2021-06-02 23:44:00,37662.3,37678.4,37661.8,37678.4,37664.7
2021-06-02 23:45:00,37676.6,37687.3,37605.7,37605.7,37615.0
2021-06-02 23:46:00,37631.2,37631.2,37618.6,37618.6,37623.5
2021-06-02 23:47:00,37610.7,37612.5,37610.7,37612.5,37612.2
2021-06-02 23:48:00,37612.5,37612.5,37612.4,37612.5,37612.4
2021-06-02 23:49:00,37625.1,37650.0,37625.1,37650.0,37635.2
2021-06-02 23:50:00,37650.0,37675.2,37650.0,37675.2,37665.7
2021-06-02 23:51:00,37675.2,37675.2,37660.2,37662.7,37663.8
2021-06-02 23:52:00,37662.8,37668.1,37631.1,37631.1,37660.5
2021-06-02 23:53:00,37631.2,37631.2,37614.6,37628.4,37625.8
2021-06-02 23:54:00,37615.7,37640.4,37615.7,37640.4,37636.1
2021-06-02 23:55:00,37643.3,37643.3,37630.1,37630.1,37640.2
2021-06-02 23:56:00,37630.1,37630.1,37601.1,37601.1,37610.8
2021-06-02 23:57:00,37575.9,37597.2,37575.4,37575.4,37576.9
2021-06-02 23:58:00,37575.4,37575.4,37570.0,37570.1,37571.8
2021-06-02 23:59:00,37570.1,37570.1,37565.2,37565.3,37568.5
2021-06-03 00:00:00,37565.3,37565.3,37500.2,37500.2,37530.1
2021-06-03 00:01:00,37500.0,37500.0,37480.4,37480.5,37482.7
2021-06-03 00:02:00,37487.2,37643.3,37487.2,37627.2,37498.6
2021-06-03 00:03:00,37619.3,37683.4,37610.3,37683.4,37637.7
2021-06-03 00:04:00,37683.5,37832.4,37666.9,37832.4,37747.0
2021-06-03 00:05:00,37832.4,37871.6,37761.9,37818.3,37854.9
2021-06-03 00:06:00,37823.5,37823.5,37766.8,37766.8,37795.3
2021-06-03 00:07:00,37777.4,37781.8,37750.0,37750.0,37769.2
2021-06-03 00:08:00,37750.1,37750.1,37643.4,37653.7,37659.3
2021-06-03 00:09:00,37643.5,37654.6,37581.1,37581.1,37604.2
2021-06-03 00:10:00,37574.1,37612.0,37558.9,37570.0,37598.6
2021-06-03 00:11:00,37570.3,37570.3,37477.7,37492.2,37482.0
2021-06-03 00:12:00,37492.2,37550.8,37492.2,37550.8,37517.2
2021-06-03 00:13:00,37550.8,37595.9,37527.6,37527.6,37564.1
